****** Levels
 8.49102203E+15      4.    2  'O II 4So 1'  0   0.  0
 -0.2007 -0.1813 -0.1875 -0.2805 -0.3063 -0.2388 -0.1062  0.1106  0.4020  0.6629
  0.8480  0.9410  0.9406  0.8482  0.6741  0.2091  0.0472  0.0758  0.2782  0.5408
  0.7667  0.9133  0.9686  0.9304  0.8042  0.6012  0.3452  0.0801 -0.1325 -0.2558
 -0.3268 -0.4023 -0.4272 -0.4277 -0.3996 -0.3269 -0.2046 -0.0155  0.2369  0.5086
  0.7503  0.9224  1.0075  0.9986  0.8957  0.7026  0.4294 -0.2210 -0.4512 -0.5518
 -0.5789 -0.5885 -0.5657 -0.5662 -0.6375 -0.6511 -0.6647 -0.6382 -0.5602 -0.4162
 -0.2478 -0.1097 -0.0414 -0.1564 -0.4835 -0.5899 -0.8334 -0.9403 -2.8333
  23  30   1    161      0      0      0   3.507E-19   0.000E+00
 -0.0429  0.0153  0.0217  0.0993  0.1640  0.3515  0.4420  0.4550  0.4614  0.4679
  0.4808  0.4873  0.4938  0.5002  0.5067  0.5132  0.5196  0.5261  0.5326  0.5390
  0.5455  0.5520  0.5584  0.5649  0.5713  0.5778  0.5843  0.5907  0.5972  0.6037
  0.6101  0.6166  0.6231  0.6295  0.6360  0.6425  0.6489  0.6619  0.6683  0.6748
  0.6813  0.6877  0.7007  0.7071  0.7136  0.7201  0.7265  0.7330  0.7395  0.7459
  0.7524  0.7589  0.7653  0.7718  0.7783  0.8041  0.8429  0.9528  1.0046  1.0369
